505,0,0,0,3,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
5,0,2,0,0,0,0,0
12,2,6,2,0,0,0,0
10,1,14,0,0,0,0,0
29,1,34,5,0,0,0,0
56,5,66,10,0,0,0,0
150,23,190,44,0,0,3,0
255,78,241,83,0,0,6,0
287,131,121,136,0,0,1,0
199,55,30,80,0,0,2,0
46,3,21,18,0,0,4,0
33,11,21,7,0,0,1,0
24,2,17,13,1,0,2,0
28,3,13,16,0,0,0,6
22,4,14,7,8,0,0,3
33,5,13,11,6,0,0,9
25,6,16,8,3,0,0,11
33,4,15,12,2,0,1,4
19,11,17,14,3,0,1,12
61,46,34,28,4,0,0,20
90,52,18,38,5,2,0,34
78,28,13,42,9,6,0,34
13,4,19,7,15,8,3,17
3,16,5,2,4,1,4,3
4,2,3,3,1,1,0,2
2,4,2,0,2,0,1,4
7,3,7,5,1,0,1,9
9,3,9,5,0,5,1,5
13,0,11,1,1,16,3,8
29,2,21,9,0,27,28,28
58,2,45,16,2,59,20,39
68,4,86,28,6,102,52,55
153,5,203,58,14,220,111,83
336,33,351,182,20,394,242,150
129,19,230,42,14,239,175,128
95,23,140,38,7,115,99,74
45,17,70,23,10,69,54,56
43,7,26,25,7,51,23,34
24,6,26,13,5,31,10,16
10,1,14,5,8,18,1,5
3,1,3,1,4,5,4,1
1,2,2,2,3,9,0,0
2,1,0,2,0,2,0,0
0,1,0,1,2,1,0,0
0,6,0,0,1,3,0,0
0,6,0,0,4,0,0,0
0,4,0,0,2,0,0,0
0,41,0,0,7,0,0,0
0,9,0,0,7,0,0,0
0,7,0,0,3,0,0,0
0,4,0,0,2,0,0,0
0,2,0,0,1,0,0,1
0,2,0,0,0,7,2,1
6,3,0,6,0,2,3,0
9,2,0,9,2,4,0,2
3,0,1,2,2,1,0,2
4,1,0,1,1,4,0,0
1,4,0,1,3,4,0,3
2,8,1,8,8,0,0,5
7,17,6,6,6,10,1,5
66,73,87,33,29,63,25,55
31,43,67,22,16,28,50,33
8,17,34,4,5,20,10,19
22,8,29,7,2,12,11,15
19,8,31,17,3,36,22,13
30,12,32,5,9,28,31,26
56,16,37,19,5,36,31,24
67,11,63,21,6,54,55,34
58,7,62,23,19,44,62,35
81,11,98,30,12,83,77,46
131,19,105,57,13,160,59,49
102,19,129,49,10,142,83,30
30,21,59,14,7,117,56,8
30,15,51,19,13,57,36,20
30,12,34,20,18,71,28,7
21,14,39,12,7,71,24,12
27,12,37,12,10,55,27,0
30,18,19,18,6,39,12,0
32,14,37,17,12,29,8,0
15,11,15,13,4,11,6,0
21,10,12,8,3,7,1,0
20,12,12,10,7,10,0,0
9,2,6,5,4,5,4,0
7,6,3,4,4,1,0,0
11,9,8,7,3,1,0,0
7,7,4,4,3,3,0,0
8,8,2,1,4,1,0,0
8,3,5,2,5,0,2,0
9,3,5,2,3,0,0,0
31,22,5,36,21,1,0,0
25,21,4,27,12,4,0,0
17,19,9,9,6,4,1,0
10,12,9,13,6,3,0,0
18,19,8,10,6,2,0,0
32,29,9,19,17,0,0,0
5,18,3,7,7,1,0,0
7,13,1,8,1,1,0,0
3,9,0,6,3,0,0,0
4,3,1,5,4,0,0,0
0,8,2,3,4,0,0,0
3,0,0,5,0,0,0,0
1,0,0,1,0,0,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
8,0,1,0,0,0,0,0
13,0,10,0,0,0,0,0
22,1,12,2,2,0,0,0
27,3,38,8,0,0,0,0
55,3,104,15,0,0,4,0
179,60,187,84,10,0,5,0
405,125,281,183,6,0,3,0
332,114,129,160,7,0,1,0
202,59,45,65,8,0,0,0
41,7,30,13,0,0,0,0
41,10,16,17,0,0,0,0
29,3,22,7,0,0,0,0
25,5,17,9,1,0,2,1
20,16,18,1,1,0,0,3
25,4,18,8,1,0,0,1
24,4,8,8,3,0,0,2
10,1,12,8,0,0,0,4
15,14,22,6,1,0,0,4
50,45,31,39,4,0,0,12
90,56,8,41,1,0,4,14
55,21,8,24,10,3,2,15
11,1,6,3,3,2,0,3
11,1,2,10,3,3,0,5
11,0,2,7,4,10,0,5
8,0,2,2,1,1,2,0
3,4,2,4,0,0,1,3
12,1,4,4,1,9,5,10
33,2,15,11,1,25,6,10
23,1,20,2,4,17,3,12
47,10,27,27,2,45,22,18
77,12,53,40,1,109,38,35
199,21,185,96,3,247,111,62
290,56,420,151,19,432,267,102
116,16,266,37,7,177,209,83
76,16,125,26,8,88,108,40
45,9,76,17,7,64,56,40
23,12,35,8,4,66,27,25
23,13,14,9,3,29,15,6
15,1,7,5,1,18,7,7
1,6,10,2,2,13,5,0
0,1,4,1,1,4,8,0
1,3,1,0,2,0,7,0
1,1,0,1,0,3,1,0
2,4,0,0,1,0,0,0
2,7,0,0,2,3,0,0
0,12,0,2,5,0,0,0
3,27,0,3,11,1,0,0
9,11,1,5,5,0,0,0
2,2,0,2,1,0,0,0
0,0,0,3,0,0,0,0
0,1,0,0,3,0,0,0
0,0,0,0,1,0,0,1
0,4,0,1,1,0,0,0
0,3,0,0,0,0,0,0
0,3,0,1,1,2,0,1
0,0,0,0,0,0,0,0
3,9,0,1,5,0,0,2
2,16,0,0,6,0,1,4
36,41,19,12,9,25,7,9
83,51,67,31,31,70,41,36
37,26,77,18,15,22,49,25
24,19,43,5,4,14,22,9
22,9,33,4,5,16,22,9
30,18,34,11,4,16,25,15
25,4,43,6,2,33,26,14
40,14,28,24,3,65,30,16
48,8,50,24,3,58,50,16
73,13,80,25,13,84,49,23
77,10,52,33,8,112,42,33
164,20,130,90,14,239,70,32
74,15,107,41,13,131,83,21
30,11,40,21,7,54,54,13
28,10,35,14,1,40,31,6
13,11,30,12,7,54,16,2
19,3,43,19,1,38,34,0
21,9,34,11,7,37,23,0
18,16,29,10,11,15,7,0
11,8,6,8,3,10,6,0
18,4,7,2,5,7,3,0
10,3,4,6,2,6,0,0
6,3,9,2,1,2,0,0
7,7,7,3,4,2,0,0
13,2,6,12,2,3,2,0
7,4,1,7,5,1,2,0
10,2,9,8,1,0,1,0
8,6,4,2,1,2,1,0
8,3,4,4,4,1,0,0
12,18,6,4,3,1,1,0
20,26,12,25,14,0,0,0
38,13,8,25,15,2,2,0
9,11,8,8,9,0,0,0
13,8,6,12,4,1,0,0
19,14,5,13,11,3,0,0
41,27,4,26,14,2,0,0
16,10,2,14,7,1,0,0
14,6,2,13,6,0,0,0
1,4,0,4,5,2,0,0
1,4,0,7,3,1,0,0
1,3,0,3,0,0,0,0
0,3,0,2,2,0,0,0
0,0,0,1,0,0,0,0
0,0,4,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
267,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
7,0,1,0,0,0,0,0
10,1,6,1,0,0,0,0
15,1,9,2,0,0,0,0
29,2,30,1,0,0,1,0
70,5,109,29,0,0,4,0
158,30,239,64,0,0,7,0
258,118,351,106,3,0,3,0
291,159,140,168,12,0,4,0
259,50,36,127,3,0,0,0
53,3,31,24,0,0,0,0
29,7,20,15,4,0,0,0
29,1,17,20,1,0,1,0
32,0,20,15,1,0,3,1
21,9,15,12,1,0,2,0
31,6,14,13,0,0,0,2
30,2,19,18,0,1,0,4
33,5,13,8,0,0,0,4
40,5,13,9,2,0,0,4
65,27,18,39,3,1,0,7
125,46,15,56,4,0,1,13
53,18,13,21,6,2,2,16
3,5,8,11,3,3,0,6
4,7,3,6,2,4,1,2
1,2,4,3,1,0,0,2
3,3,2,4,0,1,1,0
7,2,3,4,1,0,0,2
3,0,2,3,1,7,0,0
24,2,10,2,0,20,3,9
20,1,15,9,1,25,8,7
34,1,16,14,4,31,29,12
94,1,60,27,5,109,35,43
192,5,164,86,9,258,118,64
330,31,400,190,17,394,252,92
154,21,298,78,16,207,238,83
74,17,132,38,4,116,133,37
54,16,65,20,11,65,67,29
48,5,31,14,6,56,26,26
17,10,28,15,9,38,7,8
9,10,10,7,6,25,6,8
7,1,3,4,1,15,3,0
6,3,8,2,6,7,0,0
1,2,3,1,3,6,0,0
1,1,0,0,3,3,0,0
1,4,0,3,1,1,0,0
0,1,0,0,2,0,0,0
1,12,0,0,2,0,0,0
0,20,0,0,2,0,0,0
0,9,0,0,12,0,0,0
0,6,0,0,2,0,0,0
1,4,0,0,3,0,0,0
0,6,0,0,2,0,0,0
5,1,0,5,2,64,0,0
8,3,1,6,4,2,0,1
2,1,1,6,4,0,0,1
4,2,1,0,1,0,32,2
4,3,3,0,5,6,0,1
2,4,0,1,0,5,0,3
7,8,2,2,3,0,1,7
9,11,10,4,7,12,1,3
73,54,60,34,23,92,38,35
28,23,54,18,5,21,25,17
20,12,24,11,6,15,15,18
8,6,23,4,4,21,6,9
20,10,14,9,1,17,12,3
31,9,45,16,1,24,11,7
53,4,53,15,4,41,28,13
61,8,50,11,5,67,62,11
62,11,91,31,5,79,44,12
91,6,79,36,10,107,42,9
147,17,88,78,16,195,78,18
86,21,99,46,18,127,100,9
27,15,51,24,9,84,36,3
32,14,54,16,6,67,37,3
21,7,54,7,7,48,14,2
24,11,40,7,5,53,27,2
23,20,44,7,2,49,22,0
31,18,32,11,9,40,5,0
27,16,11,11,1,29,4,0
17,7,11,5,3,16,3,0
17,7,5,11,5,7,2,0
10,2,2,5,1,3,1,0
14,3,2,3,3,1,0,0
13,6,6,3,4,3,0,0
14,5,3,1,1,3,0,0
13,3,1,8,2,1,0,0
6,2,4,2,4,0,0,0
11,2,4,10,0,2,0,0
12,11,5,14,7,1,0,0
41,13,8,29,11,8,0,0
52,21,12,38,32,10,0,0
16,12,2,10,6,6,0,0
18,19,4,21,5,4,1,0
22,22,3,21,11,3,0,0
46,23,9,40,8,2,0,0
14,17,2,17,3,0,0,0
9,6,0,9,1,1,0,0
7,4,0,8,3,2,0,0
1,6,0,6,2,0,0,0
0,2,0,2,3,0,0,0
0,0,0,4,3,0,0,0
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,0,7,0,0,0,0,0
13,0,10,0,0,0,0,0
10,0,9,1,0,0,0,0
26,0,26,7,0,0,1,0
45,12,101,10,0,0,1,0
218,65,217,83,2,0,2,0
407,108,297,164,3,0,6,0
311,132,145,125,7,0,5,0
227,24,28,94,7,0,0,0
40,7,41,12,2,0,0,0
28,6,18,14,0,0,0,0
42,2,20,12,0,0,0,1
29,4,13,10,2,0,1,2
15,6,9,10,0,0,0,2
29,2,16,9,0,0,0,2
17,0,18,8,0,0,0,2
20,2,16,7,2,0,1,3
12,13,17,5,0,0,1,5
67,41,23,14,5,0,0,10
118,53,11,47,6,0,0,16
64,36,11,48,13,8,2,30
7,10,8,12,2,4,3,7
8,2,7,8,1,1,0,5
3,0,1,3,2,0,1,1
1,3,2,2,0,2,6,2
1,1,13,0,0,0,5,2
6,2,6,2,0,4,4,3
19,3,12,13,1,12,11,13
26,2,12,13,2,24,20,8
45,3,37,22,3,46,25,17
91,3,46,35,4,116,43,41
195,10,123,106,5,195,82,47
286,40,379,166,11,447,231,97
99,21,228,50,11,203,158,74
93,22,108,39,6,130,103,57
51,11,58,29,9,90,66,28
28,21,34,14,5,58,36,40
13,9,23,8,5,45,21,12
4,9,14,5,10,18,11,7
3,11,16,3,3,14,9,0
1,8,3,2,4,6,1,0
0,2,4,0,0,13,0,0
0,4,2,1,0,2,0,0
2,8,2,0,3,1,0,0
1,4,2,1,1,1,0,0
1,6,0,1,5,2,0,0
0,9,0,0,1,0,0,0
3,8,0,3,8,1,0,0
0,5,0,2,3,0,0,0
2,11,0,1,5,2,0,0
1,4,0,1,3,3,0,0
0,6,0,2,6,1,0,4
3,7,0,0,3,2,0,2
0,5,0,1,2,0,0,0
0,5,0,1,0,4,0,1
1,8,1,2,3,2,0,2
0,13,2,2,5,5,0,5
6,25,10,4,10,11,2,11
8,8,8,3,3,10,2,6
8,4,5,4,7,9,3,6
12,4,7,8,9,8,7,8
11,12,6,5,11,18,6,5
14,10,11,8,5,14,27,8
19,9,30,12,6,39,23,12
23,15,67,10,4,49,37,16
61,14,50,17,12,78,42,18
68,16,64,29,6,91,74,30
100,22,79,38,8,102,84,31
74,18,97,28,5,87,69,30
61,21,70,23,6,123,50,21
34,16,34,20,9,74,26,6
26,24,51,17,22,108,53,4
26,20,39,13,7,61,41,8
29,11,37,13,4,50,25,4
23,16,43,3,10,64,30,2
27,23,60,7,4,61,31,0
26,28,28,7,12,35,9,0
13,11,16,4,6,23,6,0
18,12,10,6,2,15,3,0
14,9,3,4,3,15,4,0
10,8,7,0,0,5,4,0
16,9,6,0,3,11,0,0
24,5,8,0,1,2,1,0
10,4,6,1,4,3,1,0
13,4,3,0,4,0,0,0
4,6,0,1,2,1,0,0
13,11,2,0,3,1,0,0
12,7,4,3,3,0,0,0
19,22,5,0,6,3,0,0
28,21,6,0,5,0,0,0
21,14,5,2,13,1,0,0
21,14,7,0,11,1,0,0
25,26,8,2,9,1,0,0
28,33,14,0,11,3,0,0
11,12,7,1,11,0,0,0
10,7,1,1,4,1,0,0
6,3,1,0,4,0,0,0
4,10,0,0,1,2,0,0
1,8,0,0,4,0,0,0
0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
475,0,0,0,0,0,130,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,1,3,0,0,0,0,0
